Dosya Yolu,Etiket
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_0.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_58.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_29.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_20.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_9.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_51.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_45.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_19.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_34.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_15.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_64.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_4.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_31.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_25.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_79.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_70.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_9.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_27.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_14.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_6.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_33.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_1.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_28.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_69.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_44.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_60.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_74.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_28.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_50.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_55.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_6.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_78.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_14.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_48.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_41.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_4.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_77.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_9.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_63.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_62.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_8.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_76.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_5.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_49.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_15.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_40.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_79.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_7.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_54.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_29.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_75.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_51.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_45.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_68.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_61.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_29.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_7.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_0.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_32.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_26.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_15.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_78.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_24.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_8.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_71.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_65.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_14.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_30.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_5.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_35.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_18.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_44.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_28.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_59.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_50.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_8.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_21.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_1.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_28.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_74.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_50.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_3.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_21.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_18.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_35.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_44.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_60.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_11.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_48.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_14.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_39.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_30.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_78.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_24.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_3.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_19.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_1.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_68.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_45.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_61.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_10.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_29.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_58.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_75.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_51.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_54.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_79.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_25.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_70.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_64.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_49.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_15.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_38.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_31.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_40.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_72.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_27.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_56.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_42.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_33.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_17.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_66.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_12.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_63.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_47.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_3.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_53.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_77.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_1.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_32.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_16.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_26.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_23.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_1.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_52.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_76.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_13.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_62.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_46.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_37.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_3.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_46.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_37.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_23.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_52.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_73.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_26.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_7.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_32.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_16.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_67.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_30.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_2.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_5.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_17.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_24.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_18.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_53.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_77.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_63.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_47.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_8.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_42.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_17.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_56.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_5.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_7.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_48.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_60.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_74.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_75.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_61.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_49.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_6.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_4.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_57.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_43.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_16.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_62.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_9.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_46.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_52.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_76.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_19.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_16.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_25.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_3.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_31.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_4.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_33.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_6.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_66.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_17.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_72.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_27.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_53.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_22.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_36.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_47.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_2.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_63.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_12.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_36.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_47.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_53.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_0.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_22.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_77.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_27.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_33.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_17.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_0.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_52.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_76.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_62.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_13.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_2.jpg,17
